code,latest_quote_date,latest_close,ma5,ma10,ma20,ma60,ma120,rsi14,macd_dif,macd_dea,macd_hist,boll_upper,boll_mid,boll_lower,kdj_k,kdj_d,kdj_j,kdj_signal,boll_signal,obv,obv_signal,mfi14,atr14,ret_20d,ret_60d,vol_ratio_20d,drawdown_from_listing_high,technical_score,technical_state,buy_trigger,sell_trigger,quote_rows_for_ta
2691.HK,2026-05-12,9.880000114440918,9.930000114440919,10.0020001411438,10.445500087738036,10.981166712443034,11.013043528017791,38.355491826753784,-0.32939482977126744,-0.29951911693317745,-0.05975142567617997,11.50016334404611,10.445500087738036,9.390836831429963,24.516987641516636,20.697503139865358,32.15595664481919,KDJ低位观察,BOLL中轨下方,55549500.0,OBV未确认,57.283864601351176,0.35285704476492746,-0.07577170231407426,-0.1325724480567777,,-0.19609437387245854,46,中性震荡,等待价格/成交确认,跌破关键均线或放量破位,92
2692.HK,2026-05-12,66.69999694824219,67.96999816894531,65.77999916076661,65.96499996185302,68.27209312971249,68.27209312971249,63.11736514863728,-0.11138015731523865,-0.7539361398969483,1.2851119651634193,71.31664450283037,65.96499996185302,60.61335542087568,55.18438060295895,55.792924628343975,53.96729255218891,中性,BOLL中轨上方,2758063.0,OBV资金确认,61.01812567221315,4.749999182564873,0.0325077170855097,,,-0.2750000331712805,46,中性震荡,等待价格/成交确认,跌破关键均线或放量破位,43
2693.HK,2026-05-12,3.859999895095825,3.8859999656677244,3.9550000190734864,4.043000030517578,4.240000025431315,4.672380969637916,39.464199499258285,-0.0836578120937661,-0.0710668169810037,-0.02518199022552481,4.298474889846589,4.043000030517578,3.7875251711885665,38.60666967059389,39.62733137189579,36.56534626799008,中性,BOLL中轨下方,-3498158.0,OBV未确认,53.38881114739012,0.1564286266054426,-0.07434056967059588,-0.13258425605792168,,-0.4825737432496542,23,高位回撤预警,避免抄底，等待60日线修复,若反弹缩量且不过60日线，继续降低仓位,105
2695.HK,2026-05-12,2.059999942779541,2.0459999561309816,2.031999969482422,2.04399995803833,1.8959999839464823,2.0007608571778173,55.17831727333642,0.024071780849815205,0.02927491750077813,-0.010406273301925846,2.1080393584840382,2.04399995803833,1.9799605575926214,89.77700419488347,79.95652668133124,109.41795922198793,中性,BOLL中轨上方,-16206200.0,OBV资金确认,51.32625104195372,0.059999951294490254,-0.028301861329449007,0.10160424466667495,,-0.1522634213222145,54,中性震荡,等待价格/成交确认,跌破关键均线或放量破位,92
2698.HK,2026-05-08,28.479999542236328,28.636000061035155,28.88400020599365,29.74300022125244,30.405000178019204,31.063666741053265,42.13902644625528,-0.7221535645627348,-0.6405154000363028,-0.16327632905286404,32.652680351182674,29.74300022125244,26.833320091322207,33.7710333245692,33.68947889620271,33.93414218130219,中性,BOLL中轨下方,-2268302.0,OBV未确认,38.75976881806101,1.3314282553536556,-0.13329278718076,-0.0958730304051959,,-0.17782909803551894,46,中性震荡,等待价格/成交确认,跌破关键均线或放量破位,120
2701.HK,2026-05-12,12.880000114440918,12.913999938964844,12.59600009918213,12.57249994277954,12.577272675254129,12.577272675254129,44.67652319445966,0.17234849314683842,0.14283318410089937,0.059030618091878095,13.19400476675061,12.57249994277954,11.950995118808471,54.28913547710858,44.86472112687912,73.13796417756751,中性,BOLL中轨上方,157983540.0,OBV资金确认,68.70390485206158,0.7435714176722936,-0.006172833601124972,,,-0.024242401473340114,66,趋势转强,连续2日站上20日线且成交额≥20日均值1.3倍,跌破关键均线或放量破位,33
2706.HK,2026-05-12,59.09999847412109,55.04399948120117,51.29999961853027,54.71249961853027,71.57767854418073,71.57767854418073,58.87500925463927,-2.9274229845532815,-4.956020159876963,4.057194350647363,68.18770953262137,54.71249961853027,41.23728970443918,54.43966006193372,41.05186430804909,81.21525156970299,中性,BOLL中轨上方,16546844.0,OBV资金确认,63.88971448431515,5.207857131958007,-0.0648734531538584,,,-0.6164828284664631,31,高位回撤预警,避免抄底，等待60日线修复,若反弹缩量且不过60日线，继续降低仓位,56
2714.HK,2026-05-12,40.2400016784668,41.71999969482422,41.46199989318848,41.28400001525879,41.5560001373291,41.539016536024754,45.839256237448026,-0.023185926884110586,-0.0901956635548299,0.13401947334143863,43.95187789303703,41.28400001525879,38.61612213748055,44.652598571059976,52.9329519426973,28.091891827785332,中性,BOLL中轨下方,33095623.0,OBV未确认,46.67187377552433,1.7400000435965406,-0.015655561960041475,-0.006910137614354994,,-0.15105484423883353,46,中性震荡,等待价格/成交确认,跌破关键均线或放量破位,61
2715.HK,2026-05-12,14.880000114440918,14.6060001373291,13.717000102996826,13.262000036239623,12.875581386477448,12.875581386477448,67.77137998715028,0.5402538374579411,0.2841336587486006,0.512240357418681,15.109052998488925,13.262000036239623,11.414947073990321,78.49214544788944,70.74171213632295,93.99301207102243,中性,BOLL中轨上方,24950942.0,OBV资金确认,82.74591338783284,0.7628572327750067,0.09411762478442398,,,-0.008660900230419433,69,趋势延续,回踩20日线缩量企稳，或放量突破20日高点,放量跌破20日线，或从高点回撤≥15%,43
2718.HK,2026-04-30,218.0,231.43999633789062,230.81999816894532,219.11999969482423,231.04833348592123,222.2616672515869,46.70734891636934,2.3987264733565894,1.3171987187435557,2.1630555092260675,248.87220789063392,219.11999969482423,189.36779149901454,40.59884182607258,57.366615453445824,7.063294571326097,中性,BOLL中轨下方,389697.0,OBV资金确认,44.7644938510377,15.657146998814161,0.09382838264877424,-0.11237787222156148,,-0.24982795794455193,46,中性震荡,等待价格/成交确认,跌破关键均线或放量破位,120
2720.HK,2026-05-12,24.13999938964844,24.811999893188478,24.785999870300294,25.08499994277954,26.005423820624916,26.005423820624916,58.14010882815127,-0.32523536529612684,-0.29083775708465043,-0.06879521642295283,26.085284103857823,25.08499994277954,24.084715781701256,30.088221294227573,36.7336619080782,16.79734006652633,中性,BOLL中轨下方,609714.0,OBV未确认,11.29707157526245,0.614285332815987,-0.07153848501352145,,,-0.3647368581671463,23,高位回撤预警,避免抄底，等待60日线修复,若反弹缩量且不过60日线，继续降低仓位,59
2726.HK,2026-05-12,109.5,110.96000061035156,108.52999954223633,109.11499938964843,109.02499961853027,109.02499961853027,37.84545199981125,0.9845097047529379,0.8419128442924085,0.28519372092105866,116.38202134257807,109.11499938964843,101.84797743671879,57.39326650652147,54.303596487545136,63.572606544474155,中性,BOLL中轨上方,-416500.0,OBV未确认,46.01609991294877,7.264285496303016,-0.08214587427551123,,,-0.08214587427551123,70,趋势延续,回踩20日线缩量企稳，或放量突破20日高点,放量跌破20日线，或从高点回撤≥15%,28
2729.HK,2026-05-12,35.439998626708984,35.36800003051758,35.95199966430664,37.6519998550415,35.89937514066696,35.89937514066696,52.45222213226124,0.14474017074899592,0.7149675893489675,-1.1404548371999432,42.028923265094996,37.6519998550415,33.27507644498801,22.559254932563313,23.506215447016253,20.66533390365744,KDJ低位观察,BOLL中轨下方,8870986.0,OBV资金确认,54.73732920902058,2.2185707092285147,-0.06932781190658321,,,-0.15417667455644357,46,中性震荡,等待价格/成交确认,跌破关键均线或放量破位,32
2768.HK,2026-05-12,52.5,49.555999755859375,49.26599960327148,49.64849987030029,49.89683322906494,49.455714210631356,58.01795132740237,0.0051254546933634515,-0.18906801706748064,0.3883869435216882,53.54954511072446,49.64849987030029,45.747454629876124,61.80712774510876,45.872344004660306,93.67669522600568,中性,BOLL中轨上方,19846943.0,OBV资金确认,62.5761530991528,2.953571592058453,0.035502942997513776,0.26934234103614396,,-0.0625,59,中性震荡,等待价格/成交确认,跌破关键均线或放量破位,63
2788.HK,2026-05-12,21.780000686645508,23.33199996948242,23.098000144958498,25.810000038146974,26.35700012842814,24.07348221540451,37.10751486285189,-1.502084069857279,-1.1416527690744886,-0.7208626015655808,32.399145671523065,25.810000038146974,19.220854404770883,25.655644901645793,27.725790897843773,21.51535290924984,KDJ低位观察,BOLL中轨下方,113534380.0,OBV未确认,23.469625960705727,1.682857240949359,-0.2873036299978261,-0.07319146014274436,,-0.3302582908959999,23,高位回撤预警,避免抄底，等待60日线修复,若反弹缩量且不过60日线，继续降低仓位,112
2865.HK,2025-11-04,18.6299991607666,18.705999755859374,18.19899978637695,18.65599994659424,20.630166625976564,21.93266666730245,46.02667242973524,-0.4739262892906595,-0.6724194212910162,0.39698626400071335,20.27847886853545,18.65599994659424,17.033521024653027,64.70539470708219,52.36938749543796,89.37740913037067,中性,BOLL中轨下方,28653000.0,OBV资金确认,53.445377106274464,0.7721428189958832,-0.06850004196166992,-0.14068270763266721,,-0.3608919586769479,23,高位回撤预警,避免抄底，等待60日线修复,若反弹缩量且不过60日线，继续降低仓位,125
2881.HK,2024-12-13,5.190000057220459,5.107999992370606,5.146999931335449,5.253999996185303,5.489000010490417,5.129333325227102,46.337487404768716,-0.1423061972724211,-0.14679703873122396,0.008981682917605704,5.696357392940631,5.253999996185303,4.811642599429974,33.94245436089802,33.073696588772776,35.67996990514851,KDJ金叉修复,BOLL中轨下方,1781500.0,OBV资金确认,50.63364456741442,0.1942856992994036,-0.10051991778567071,0.2357143554557779,,-0.3052208563599833,28,高位回撤预警,避免抄底，等待60日线修复,若反弹缩量且不过60日线，继续降低仓位,124
2889.HK,2026-03-27,105.0,108.44000091552735,122.62000045776367,164.4800006866455,221.306666692098,201.5866668065389,19.480703914488885,-36.76199288401574,-31.388815079141906,-10.746355609747667,259.287119987113,164.4800006866455,69.672881386178,5.9676503347201475,4.790097459784833,8.322756084590777,KDJ金叉修复,BOLL中轨下方,372710.0,OBV资金确认,29.601805633925082,20.35714340209961,-0.5849802371541502,-0.4801980198019802,,-0.6276595744680851,28,高位回撤预警,避免抄底，等待60日线修复,若反弹缩量且不过60日线，继续降低仓位,120
2898.HK,2024-11-20,4.659999847412109,4.895999908447266,4.975,5.15,5.618833327293396,6.102083325386047,38.06773626561108,-0.1773202238588123,-0.15959536926552564,-0.03544970918657331,5.7161689882066,5.15,4.583831011793401,13.109667970040572,17.059537413751038,5.209929082619638,KDJ低位观察,BOLL中轨下方,-2014800.0,OBV未确认,22.141480743165587,0.25642851420811247,-0.08627452263690949,-0.3285302868890052,,-0.6790633815083345,23,高位回撤预警,避免抄底，等待60日线修复,若反弹缩量且不过60日线，继续降低仓位,123
3200.HK,2026-05-12,142.0,141.82000427246095,140.4600036621094,140.24500274658203,123.21166788736979,122.99508316790471,60.91239154533371,5.353578409071446,6.018382032525969,-1.3296072469090472,149.05205367088578,140.24500274658203,131.43795182227828,50.56052529302751,51.010903314041244,49.65976925100003,中性,BOLL中轨上方,20686993.0,OBV资金确认,63.70873674364407,7.821427481515067,0.1359999999999999,0.290909090909091,,-0.04569894430306254,74,趋势延续,回踩20日线缩量企稳，或放量突破20日高点,放量跌破20日线，或从高点回撤≥15%,61
3268.HK,2026-05-12,23.07999992370605,23.223999786376954,22.8060001373291,23.430000019073486,23.999523753211612,23.999523753211612,48.050697275351034,-0.4049909141421466,-0.5666590122845301,0.32333619628476695,25.570476722527385,23.430000019073486,21.289523315619586,60.07870951157052,48.12305476339741,83.99001900791673,中性,BOLL中轨下方,14621690.0,OBV资金确认,43.48044777398231,1.1828571047101697,0.0,,,-0.2197430702084201,46,中性震荡,等待价格/成交确认,跌破关键均线或放量破位,42
3277.HK,2026-05-12,75.80000305175781,80.14000244140625,81.59500122070312,81.46470642089844,81.46470642089844,81.46470642089844,55.23800740188971,1.9049824455822062,2.796266828677417,-1.7825687661904217,93.47812388226976,81.46470642089844,69.45128895952712,22.525901042955674,29.445847073563403,8.686008981740223,KDJ低位观察,BOLL中轨下方,14511676.0,OBV未确认,21.35756842657814,7.442858559744698,,,,-0.22256407126402245,46,中性震荡,等待价格/成交确认,跌破关键均线或放量破位,17
3288.HK,2025-12-16,31.65999984741211,31.70800018310547,31.857999992370605,32.11100015640259,32.53666664759318,33.70908331871033,40.427833678058796,-0.26087879148685644,-0.23370216661304674,-0.0543532497476194,32.84380735037761,32.11100015640259,31.378192962427573,26.678509553783062,25.307775608992088,29.419977443365013,KDJ低位观察,BOLL中轨下方,-54412547.0,OBV未确认,34.902057769600304,0.46857125418526785,-0.040024248427709685,-0.0671773385842932,,-0.1326027439065176,46,中性震荡,等待价格/成交确认,跌破关键均线或放量破位,124
3296.HK,2026-05-12,108.0,111.11999969482422,101.6,99.28846153846153,99.28846153846153,99.28846153846153,,5.898278763613263,3.592820374606044,4.610916778014437,120.72006329936657,99.28846153846153,77.8568597775565,69.04349725729219,66.87685141538151,73.37678894111355,中性,BOLL中轨上方,15977914.0,OBV资金确认,71.65891905352929,9.984615032489483,,,,-0.09999999999999998,66,趋势转强,连续2日站上20日线且成交额≥20日均值1.3倍,跌破关键均线或放量破位,13
3317.HK,2026-05-12,228.6000061035156,246.16000366210938,254.4000015258789,289.79999923706055,187.23333288828533,145.30068146098745,44.21732872926923,4.762463121615951,17.93978735322328,-26.35464846321466,369.0716254237839,289.79999923706055,210.52837305033717,15.393913377549783,17.781244409201005,10.619251314247343,KDJ低位观察,BOLL中轨下方,58573704.0,OBV未确认,42.261186791335525,32.042859758649556,-0.36216515067926736,3.321361049331605,,-0.36216515067926736,38,中性震荡,等待价格/成交确认,跌破关键均线或放量破位,88
3355.HK,2026-05-12,50.5,46.01999969482422,45.28800010681152,47.28049983978271,46.00757564197887,46.00757564197887,49.24848100587359,0.03725828531872111,-0.3197535700674661,0.7140237107723744,54.52369289861284,47.28049983978271,40.03730678095258,52.508183470585685,35.42342046303348,86.67770948569009,中性,BOLL中轨上方,-4718614.0,OBV未确认,62.08225685831909,3.9471430097307474,0.021853538467618616,,,-0.07254363099344452,70,趋势延续,回踩20日线缩量企稳，或放量突破20日高点,放量跌破20日线，或从高点回撤≥15%,33
3378.HK,2026-05-12,31.57999992370605,31.628000259399414,31.170000267028808,30.738000011444093,24.978666639328004,22.184505504566236,58.31665685125593,1.264304297346282,1.4526142001226021,-0.3766198055526404,33.36754567556281,30.738000011444093,28.108454347325377,76.49571782671569,73.61742379286063,82.2523058944258,中性,BOLL中轨上方,1807120.0,OBV未确认,37.432355914693595,2.045714242117745,0.10729310718188967,0.9614906320159475,,-0.019254683992026234,70,趋势延续,回踩20日线缩量企稳，或放量突破20日高点,放量跌破20日线，或从高点回撤≥15%,91
3625.HK,2026-05-12,120.6999969482422,127.86000061035156,127.9900001525879,128.67499923706055,122.05925863760488,122.05925863760488,54.13929141375122,6.510815653025489,8.670030189917021,-4.318429073783065,142.10377715075924,128.67499923706055,115.24622132336185,40.44853898245433,52.74138852696096,15.862839893441077,中性,BOLL中轨下方,2650015.0,OBV未确认,46.650096134445484,8.45714351109096,0.003324969961241875,,,-0.18445948007944457,46,中性震荡,等待价格/成交确认,跌破关键均线或放量破位,27
3636.HK,2026-05-12,24.280000686645508,23.00800018310547,22.748000144958496,23.857999992370605,28.693666839599608,32.19654328146098,49.674090950017515,-1.05585311486562,-1.361046776698731,0.6103873236662221,26.918289468760605,23.857999992370605,20.797710515980604,60.228701899919834,42.766876573024874,95.15235255370976,中性,BOLL中轨上方,-310596.0,OBV资金确认,55.800852809190815,1.8699997493198948,-0.044094446799427756,-0.3868686459037951,,-0.5172962016914656,31,高位回撤预警,避免抄底，等待60日线修复,若反弹缩量且不过60日线，继续降低仓位,81
3677.HK,2025-10-10,11.81999969482422,12.106000137329103,11.848000049591064,11.67750005722046,10.99383331934611,10.351666657129924,54.79461995381306,0.3080469504833854,0.27408083416177526,0.06793223264322024,12.52301785168317,11.67750005722046,10.83198226275775,66.35139617791963,63.62621750677411,71.80175352021064,中性,BOLL中轨上方,27329662.0,OBV未确认,51.263935108493285,0.5914288248334613,0.08142720629449496,0.13653847388261964,,-0.039024429956692974,62,趋势转强,连续2日站上20日线且成交额≥20日均值1.3倍,跌破关键均线或放量破位,123
3696.HK,2026-05-12,64.30000305175781,64.70000076293945,63.96500091552734,65.23250026702881,62.19900016784668,59.52602295442061,51.214086455044765,1.0948378605649438,1.3789362484616254,-0.5681967757933633,73.48434390569732,65.23250026702881,56.98065662836031,50.569012029091695,41.6043438761539,68.49834833496728,中性,BOLL中轨下方,36569501.0,OBV未确认,45.42504109701304,4.839285714285715,0.06193235114695117,0.03459374856143249,,-0.16330508355949336,46,中性震荡,等待价格/成交确认,跌破关键均线或放量破位,88
3750.HK,2025-11-14,542.0,550.0,551.35,549.825,506.69666697184243,434.6166669209798,49.069912313031395,6.153248438358446,9.01584073042006,-5.725184584123227,575.1985772222358,549.825,524.4514227777643,43.873478244202154,44.85043675624395,41.91956122011857,中性,BOLL中轨下方,33200584.0,OBV资金确认,49.75294354499402,20.607142857142858,0.012138188608776801,0.33893284670058055,,-0.11220311220311219,46,中性震荡,等待价格/成交确认,跌破关键均线或放量破位,125
3858.HK,2026-02-24,76.8499984741211,79.7300018310547,83.29500122070313,82.54500122070313,60.254667091369626,46.92716687520345,49.85751136427729,3.731046242803785,5.89315240102154,-4.32421231643551,94.40905156712574,82.54500122070313,70.68095087428051,34.45847488868814,48.0494967594645,7.276431147135412,中性,BOLL中轨下方,22462310.0,OBV未确认,50.750253587852725,8.128572191510882,-0.08511906578427264,1.4999999689761117,,-0.20609508211450855,46,中性震荡,等待价格/成交确认,跌破关键均线或放量破位,120
3880.HK,2025-12-24,30.200000762939453,29.920000076293945,29.210000038146973,28.692000102996825,29.969333457946778,32.12558341026306,61.90368067851072,0.09222725885831551,-0.2299168031047013,0.6442881239260336,30.312261280367665,28.692000102996825,27.071738925625986,90.47766009774747,83.60212129201972,104.22873770920296,KDJ高位钝化,BOLL中轨上方,3347506.0,OBV资金确认,69.68291897189441,0.8057140622820178,0.04281773886973794,-0.013071882795547274,,-0.25688973384601466,58,趋势转强,连续2日站上20日线且成交额≥20日均值1.3倍,跌破关键均线或放量破位,124
3881.HK,2026-05-12,25.13999938964844,24.711999893188477,26.170000076293945,29.26099967956543,25.40699996948242,24.845591370777417,43.72733436980766,-0.4700639948970995,0.3785923571501371,-1.697312704094473,36.160414304895035,29.26099967956543,22.361585054235828,13.20181707574704,11.711305744751447,16.182839737738224,KDJ金叉修复,BOLL中轨下方,64027289.0,OBV资金确认,47.74668830949752,2.455714225769043,-0.06612186781578033,0.20865386114318052,,-0.2588443176077527,43,中性震荡,等待价格/成交确认,跌破关键均线或放量破位,93
3887.HK,2026-05-12,4.110000133514404,4.130000114440918,4.155000066757202,4.317000055313111,5.138666693369547,5.739894751498574,40.76141777335942,-0.2033899017752283,-0.22757866416478467,0.048377524779112724,4.8289662635594635,4.317000055313111,3.805033847066758,30.480577510341398,33.52734787900058,24.38703677302304,中性,BOLL中轨下方,-5526695.0,OBV未确认,30.484493683200867,0.22071426255362375,-0.10652169158192704,-0.3588143164818135,,-0.4696774021271737,23,高位回撤预警,避免抄底，等待60日线修复,若反弹缩量且不过60日线，继续降低仓位,95
3986.HK,2026-05-12,505.0,515.2,491.5399993896484,465.50999908447267,408.54666697184246,381.4784806649896,58.65072011565929,30.685990393604015,26.88469397108141,7.6025928450452085,536.3066942973751,465.50999908447267,394.71330387157025,64.6344913263392,64.88441360946139,64.13464676009482,KDJ高位死叉,BOLL中轨上方,28288415.0,OBV资金确认,66.33640313546553,44.114283970424104,0.2895811852120047,0.792051177699165,,-0.0534208059981256,68,趋势延续,回踩20日线缩量企稳，或放量突破20日高点,放量跌破20日线，或从高点回撤≥15%,79
6031.HK,2026-04-24,21.100000381469727,21.436000061035156,21.77200012207031,21.670000076293945,23.48566659291585,22.985041898839615,42.257893140309264,-0.37526930798968294,-0.3800980697484871,0.00965752351760829,23.009379559403545,21.670000076293945,20.330620593184346,16.586840458516907,28.925011125003273,-8.089500874455823,KDJ低位观察,BOLL中轨下方,-39442367.0,OBV未确认,39.770965812282014,0.8057141985212043,-0.006591308434890197,-0.13168719983786747,,-0.2138599008377695,46,中性震荡,等待价格/成交确认,跌破关键均线或放量破位,119
6082.HK,2026-05-12,55.150001525878906,55.59000015258789,50.885000228881836,48.043500137329104,38.253833357493086,37.31011630213538,66.13733514822647,5.006266734477364,4.252992017071037,1.506549434812655,59.35738727135861,48.043500137329104,36.7296130032996,74.46799223169907,71.70149548082487,80.00098573344746,中性,BOLL中轨上方,118485778.0,OBV资金确认,63.80080005722934,4.540714263916016,0.575714329310826,0.7353681665920753,,-0.05806998728412516,74,趋势延续,回踩20日线缩量企稳，或放量突破20日高点,放量跌破20日线，或从高点回撤≥15%,86
6086.HK,2025-01-03,5.449999809265137,6.122000026702881,6.753000068664551,6.360500001907349,6.603500016530355,5.765583358208338,39.19352013393354,-0.05146185953457483,0.07306561863476155,-0.24905495633867275,7.935254617963437,6.360500001907349,4.785745385851261,30.015892597392575,46.994279786603926,-3.9408817810301286,中性,BOLL中轨下方,9833781.0,OBV未确认,37.314564524070576,0.6271428721291679,-0.13492069138661067,-0.2654986855489039,,-0.3153266604086782,23,高位回撤预警,避免抄底，等待60日线修复,若反弹缩量且不过60日线，继续降低仓位,122
6090.HK,2026-03-20,79.19999694824219,87.31999969482422,93.65999908447266,104.89999923706054,100.49916661580404,101.67583357493082,30.909681254952574,-5.980668244996906,-2.50346700893812,-6.954402472117572,131.705812171717,104.89999923706054,78.09418630240408,9.98567752123979,13.212879525829507,3.5312735120603556,KDJ低位观察,BOLL中轨下方,1036822.0,OBV未确认,6.643690998164317,10.92499923706055,-0.42857147575382926,-0.24210529236131872,,-0.42857147575382926,23,高位回撤预警,避免抄底，等待60日线修复,若反弹缩量且不过60日线，继续降低仓位,120
6166.HK,2026-04-24,126.9000015258789,132.71999969482422,113.38500061035157,94.2275001525879,81.16750005086263,82.72436965814158,63.11421707385865,15.640322732769192,9.645674295485064,11.989296874568257,147.2533283915391,94.2275001525879,41.20167191363668,76.76749966779266,79.66979823223315,70.96290253891169,KDJ高位死叉,BOLL中轨上方,38636997.0,OBV资金确认,85.57842945568662,15.67857197352818,0.655577286362276,0.542857161408862,,-0.16622861977432835,63,趋势延续,回踩20日线缩量企稳，或放量突破20日高点,放量跌破20日线，或从高点回撤≥15%,119
6168.HK,2025-12-23,28.799999237060547,35.655999755859376,37.23199996948242,39.01900005340576,43.0408332824707,42.9478333791097,20.123346280651802,-2.6073398317532934,-1.9149561376302529,-1.3847673882460811,45.65917118191167,39.01900005340576,32.37882892489986,17.309150680514353,28.69148984123568,-5.455527640928295,KDJ低位观察,BOLL下轨弱势/反弹观察,-9447392.0,OBV未确认,29.285627765839337,2.2557146889822826,-0.33518006832992875,-0.35076648239856056,,-0.4696132662667861,27,高位回撤预警,避免抄底，等待60日线修复,若反弹缩量且不过60日线，继续降低仓位,125
6181.HK,2024-12-24,205.0,214.15999755859374,222.21999969482422,211.1599998474121,195.42333348592123,144.3020834604899,47.698282548851466,5.4959600976552565,7.407052134733853,-3.8221840741571924,240.857096553756,211.1599998474121,181.4629031410682,25.787705135164725,45.132486089151826,-12.90185677280948,中性,BOLL中轨下方,11294947.0,OBV资金确认,50.2925954628553,13.5499986921038,0.0823653991881419,0.3612217243808893,,-0.1335587712947487,46,中性震荡,等待价格/成交确认,跌破关键均线或放量破位,123
6600.HK,2026-05-12,111.9000015258789,110.78000030517578,106.65999984741211,109.38000030517578,120.70999997456869,122.64261358434504,52.50741759658731,-0.7267369917612427,-2.091019566018888,2.7285651485152904,121.44798440875881,109.38000030517578,97.31201620159275,55.59858069890679,50.380257823620155,66.03522644948004,中性,BOLL中轨上方,-2994407.0,OBV资金确认,50.06284592938246,6.7571443830217595,0.03611112523961957,-0.28862047453960027,,-0.432555764413888,31,高位回撤预警,避免抄底，等待60日线修复,若反弹缩量且不过60日线，继续降低仓位,88
6603.HK,2025-12-24,14.699999809265137,14.999999809265137,14.972999954223633,15.508500051498412,20.896333328882854,28.278166619936624,29.633793846255784,-1.3634622937013674,-1.6515343714476574,0.5761441554925799,17.12224742922428,15.508500051498412,13.894752673772546,35.17838297124524,31.564919098719805,42.405310716296114,中性,BOLL中轨下方,-40675800.0,OBV未确认,69.1971976277691,0.73285722732544,-0.17276311589273252,-0.5170828005466647,,-0.6908517340667393,23,高位回撤预警,避免抄底，等待60日线修复,若反弹缩量且不过60日线，继续降低仓位,124
6613.HK,2026-01-05,26.6200008392334,25.428000259399415,25.354000091552734,25.444999980926514,25.789000034332275,25.199083360036216,58.719718053303076,0.08952783796048891,-0.0334007726742835,0.24585722126954482,26.529386961266862,25.444999980926514,24.360613000586167,62.480217550531606,44.9109349483616,97.6187827548716,中性,BOLL上轨突破,106984872.0,OBV资金确认,61.4449556755806,0.8999998910086487,0.08387627923802032,-0.205373109276615,,-0.20584724117842734,54,中性震荡,等待价格/成交确认,跌破关键均线或放量破位,123
6636.HK,2026-05-12,101.5999984741211,98.28999786376954,99.66499862670898,102.50999908447265,100.42499896458217,100.42499896458217,24.932922100975333,-0.45744514077125586,0.45025806352044406,-1.8154064085833999,119.18000504746774,102.50999908447265,85.83999312147756,43.32263910408336,28.798578259524785,72.3707607932005,中性,BOLL中轨下方,4291273.0,OBV未确认,59.07523447524464,11.214286259242469,0.039918133548611845,,,-0.16993466333707596,46,中性震荡,等待价格/成交确认,跌破关键均线或放量破位,28
6651.HK,2026-05-12,48.68000030517578,51.29199981689453,52.51099967956543,54.99749984741211,52.53883330027262,56.87420463562012,45.62897139843829,-0.04186194211393257,0.5704912677855878,-1.2247064197990407,64.76281631517023,54.99749984741211,45.23218337965399,23.529723577749586,27.835676203552474,14.917818326143802,KDJ低位观察,BOLL中轨下方,125268106.0,OBV资金确认,51.788528863182336,5.606428691319057,0.0012340883300938632,-0.3421621580381651,,-0.489192038338787,23,高位回撤预警,避免抄底，等待60日线修复,若反弹缩量且不过60日线，继续降低仓位,88
6656.HK,2026-05-12,565.0,542.9,551.25,565.1944444444445,565.1944444444445,565.1944444444445,19.87774212287293,-25.728204112247113,-25.85030856163623,0.2442088987782327,629.3011008749027,565.1944444444445,501.08778801398626,43.75084262478144,40.110467570831474,51.03159273268136,KDJ金叉修复,BOLL中轨下方,-3615135.0,OBV未确认,54.49890702506573,39.0,,,,-0.14329037149355572,51,中性震荡,等待价格/成交确认,跌破关键均线或放量破位,18
6657.HK,2025-01-03,35.400001525878906,35.36000061035156,35.23499984741211,34.59249973297119,35.75749975840251,36.065833234786986,52.06356671402894,0.047347306423063173,-0.16076351265342723,0.4162216381529808,36.43791434879846,34.59249973297119,32.747085117143925,61.139770462625364,61.80570153917472,59.80790830952665,中性,BOLL中轨上方,-35000.0,OBV资金确认,86.67730478457051,1.0928573608398433,0.02906976615241441,-0.020746887091086075,,-0.31262132959458433,26,高位回撤预警,避免抄底，等待60日线修复,若反弹缩量且不过60日线，继续降低仓位,122
6676.HK,2025-09-05,2.609999895095825,2.7399999618530275,2.956999969482422,3.3109999656677247,3.6649999896685284,4.187416650851568,19.22723079006738,-0.30685829402311127,-0.2303921328995584,-0.15293232224710573,4.14212855991957,3.3109999656677247,2.4798713714158795,6.919443914450678,8.739487137814487,3.2793574677230595,KDJ低位观察,BOLL中轨下方,-29809068.0,OBV未确认,14.62058890238842,0.18499999386923655,-0.3273196345067869,-0.24347830173273632,,-0.7395209804532941,23,高位回撤预警,避免抄底，等待60日线修复,若反弹缩量且不过60日线，继续降低仓位,124
6681.HK,2025-07-07,6.289999961853027,6.275999927520752,6.547999906539917,6.729499959945679,6.493000014623006,6.105166687568029,35.354435667303704,-0.12067524569545451,-0.030171388295528283,-0.18100771479985245,7.302340572384986,6.729499959945679,6.1566593475063724,26.883646591820195,27.190376668203253,26.27018643905408,KDJ低位观察,BOLL中轨下方,21454800.0,OBV未确认,42.32982581369633,0.31714279311043875,-0.08442502669108187,0.12522357605680412,,-0.13717421196608792,46,中性震荡,等待价格/成交确认,跌破关键均线或放量破位,120
